attendance_id,employee_id,date,status,hours_worked
2407,1876.0,,Leave,8.0
2408,7413.0,2025/08/02,WFH,8.0
2409,3419.0,2025-08-01,Present,7.5
2410,8196.0,2025/08/02,present,15.0
2411,387.0,2025-08-01,WFH,15.0
2412,5487.0,,present,15.0
2413,8350.0,,Present,15.0
2414,9949.0,,Present,
2415,2440.0,2025/08/02,WFH,8.0
2416,9137.0,2025/08/02,WFH,8.0
2417,569.0,,present,15.0
2418,3443.0,01/08/2025,,-1.0
2419,6753.0,01/08/2025,,15.0
2420,5269.0,2025-08-01,,9.0
2421,5862.0,2025/08/02,Leave,8.0
2422,7427.0,2025/08/02,WFH,7.5
2423,6225.0,2025/08/02,Present,9.0
2424,6705.0,01/08/2025,Leave,8.0
2425,5250.0,2025/08/02,,7.5
2426,525.0,2025-08-01,WFH,15.0
2427,7344.0,01/08/2025,Present,8.0
2428,2037.0,,present,-1.0
2429,8404.0,01/08/2025,WFH,8.0
2430,5416.0,,Absent,
2431,3741.0,,WFH,
2432,742.0,2025-08-01,Present,9.0
2433,9309.0,,WFH,
2434,1791.0,2025/08/02,present,8.0
2435,4365.0,01/08/2025,Absent,-1.0
2436,1163.0,2025-08-01,Present,9.0
2437,7710.0,2025/08/02,Present,8.0
2438,5590.0,2025/08/02,,9.0
2439,789.0,01/08/2025,Present,7.5
2440,5758.0,,,-1.0
2441,640.0,01/08/2025,,9.0
2442,5696.0,,,-1.0
2443,5689.0,,Leave,15.0
2444,8594.0,01/08/2025,Leave,8.0
2445,4839.0,2025/08/02,WFH,-1.0
2446,2658.0,2025-08-01,,8.0
2447,4443.0,01/08/2025,present,
2448,8938.0,,Absent,9.0
2449,3934.0,2025-08-01,,-1.0
2450,2827.0,2025-08-01,present,
2451,8788.0,01/08/2025,Present,-1.0
2452,7501.0,01/08/2025,present,
2453,5446.0,2025-08-01,,
2454,2950.0,2025/08/02,present,9.0
2455,2073.0,2025-08-01,WFH,7.5
2456,2935.0,01/08/2025,Present,9.0
2457,68.0,,Leave,
2458,4613.0,01/08/2025,WFH,8.0
2459,1213.0,2025-08-01,present,15.0
2460,5137.0,2025-08-01,Absent,8.0
2461,8366.0,,WFH,
2462,7222.0,2025-08-01,Present,
2463,1591.0,01/08/2025,present,-1.0
2464,593.0,01/08/2025,Absent,15.0
2465,2373.0,2025-08-01,present,15.0
2466,7226.0,2025/08/02,Leave,8.0
2467,9703.0,01/08/2025,Leave,-1.0
2468,2269.0,01/08/2025,WFH,-1.0
2469,4267.0,,WFH,15.0
2470,919.0,01/08/2025,Absent,
2471,3171.0,,Present,15.0
2472,1691.0,2025-08-01,WFH,
2473,7850.0,2025/08/02,Present,-1.0
2474,291.0,2025-08-01,,7.5
2475,5786.0,,present,
2476,5530.0,,Leave,7.5
2477,5931.0,2025/08/02,WFH,15.0
2478,2845.0,2025-08-01,WFH,9.0
2479,8761.0,,WFH,7.5
2480,6973.0,2025-08-01,present,8.0
2481,4263.0,01/08/2025,WFH,
2482,3262.0,2025/08/02,,15.0
2483,9600.0,2025/08/02,,9.0
2484,3657.0,2025/08/02,Leave,15.0
2485,776.0,01/08/2025,present,15.0
2486,8774.0,2025/08/02,present,8.0
2487,1320.0,01/08/2025,present,
2488,8317.0,2025-08-01,Present,9.0
2489,4577.0,2025/08/02,WFH,-1.0
2490,8451.0,2025/08/02,present,
2491,8073.0,,,
2492,3176.0,,WFH,-1.0
2493,5345.0,2025-08-01,Present,
2494,5659.0,01/08/2025,,7.5
2495,971.0,2025/08/02,WFH,8.0
2496,3804.0,,Present,
2497,5805.0,2025-08-01,Absent,7.5
2498,6786.0,,Absent,
2499,6620.0,01/08/2025,Present,
2500,8157.0,2025-08-01,Absent,-1.0
2501,7846.0,,WFH,
2502,2330.0,2025-08-01,WFH,15.0
2503,6394.0,2025/08/02,present,-1.0
2504,4925.0,2025/08/02,Absent,7.5
2505,4877.0,,Present,15.0
2506,5114.0,2025/08/02,present,-1.0
2507,8761.0,,,7.5
2508,7705.0,2025-08-01,Present,-1.0
2509,4423.0,2025/08/02,Absent,15.0
2510,4553.0,01/08/2025,WFH,
2511,5825.0,2025-08-01,Absent,8.0
2512,5739.0,2025-08-01,Absent,
2513,3812.0,01/08/2025,Absent,8.0
2514,4942.0,,,15.0
2515,9098.0,2025/08/02,Absent,
2516,8338.0,2025-08-01,Present,-1.0
2517,8996.0,2025/08/02,,8.0
2518,6121.0,01/08/2025,Absent,7.5
2519,2055.0,,Present,
2520,4484.0,2025/08/02,WFH,-1.0
2521,9948.0,2025/08/02,Present,15.0
2522,1948.0,2025-08-01,present,9.0
2523,8176.0,01/08/2025,,
2524,4426.0,2025/08/02,Present,9.0
2525,2365.0,2025-08-01,,7.5
2526,9046.0,01/08/2025,WFH,7.5
2527,4050.0,,Leave,15.0
2528,2194.0,2025/08/02,present,-1.0
2529,4177.0,,Absent,8.0
2530,4730.0,2025/08/02,,8.0
2531,9825.0,,present,-1.0
2532,265.0,01/08/2025,,8.0
2533,3818.0,2025/08/02,WFH,15.0
2534,1875.0,2025/08/02,WFH,8.0
2535,9962.0,,Absent,7.5
2536,2943.0,2025/08/02,,7.5
2537,8195.0,01/08/2025,WFH,7.5
2538,4007.0,,WFH,7.5
2539,6495.0,01/08/2025,,9.0
2540,7054.0,2025/08/02,Present,9.0
2541,2420.0,01/08/2025,Leave,7.5
2542,113.0,,Absent,8.0
2543,9471.0,01/08/2025,present,9.0
2544,9049.0,01/08/2025,Leave,9.0
2545,1493.0,2025-08-01,WFH,15.0
2546,2866.0,01/08/2025,,-1.0
2547,8211.0,01/08/2025,Leave,9.0
2548,5454.0,01/08/2025,,-1.0
2549,2067.0,2025/08/02,WFH,15.0
2550,7191.0,01/08/2025,Present,7.5
2551,8730.0,2025-08-01,Present,8.0
2552,8691.0,,Leave,8.0
2553,7988.0,01/08/2025,Present,15.0
2554,1264.0,2025/08/02,WFH,8.0
2555,2257.0,,,15.0
2556,8461.0,01/08/2025,present,
2557,8764.0,,WFH,7.5
2558,5091.0,2025/08/02,,15.0
2559,440.0,,Leave,8.0
2560,172.0,01/08/2025,,15.0
2561,8519.0,2025/08/02,Absent,9.0
2562,5973.0,2025-08-01,,15.0
2563,1754.0,,Absent,15.0
2564,7780.0,2025-08-01,present,8.0
2565,8346.0,2025/08/02,Leave,15.0
2566,8071.0,2025/08/02,Present,15.0
2567,328.0,2025/08/02,present,7.5
2568,1259.0,,,9.0
2569,6916.0,2025-08-01,present,9.0
2570,1728.0,2025-08-01,present,-1.0
2571,3345.0,01/08/2025,present,15.0
2572,2317.0,2025-08-01,Absent,
2573,7471.0,2025/08/02,Absent,15.0
2574,2566.0,,Leave,-1.0
2575,4945.0,2025-08-01,Present,-1.0
2576,6390.0,2025/08/02,Absent,8.0
2577,4598.0,01/08/2025,Present,
2578,6487.0,2025/08/02,Present,-1.0
2579,1054.0,2025-08-01,Absent,
2580,4066.0,,Absent,-1.0
2581,6207.0,01/08/2025,Leave,9.0
2582,1060.0,2025/08/02,Absent,-1.0
2583,4043.0,2025-08-01,present,15.0
2584,326.0,01/08/2025,Absent,15.0
2585,5127.0,2025-08-01,present,8.0
2586,3564.0,01/08/2025,WFH,-1.0
2587,3534.0,2025-08-01,Leave,9.0
2588,2625.0,01/08/2025,,7.5
2589,4685.0,2025/08/02,Leave,9.0
2590,1701.0,2025/08/02,present,15.0
2591,3783.0,2025/08/02,present,8.0
2592,4571.0,2025-08-01,present,9.0
2593,8965.0,01/08/2025,Absent,15.0
2594,2983.0,01/08/2025,Absent,8.0
2595,7987.0,2025/08/02,Leave,
2596,268.0,2025/08/02,present,15.0
2597,4150.0,,Absent,9.0
2598,841.0,2025-08-01,Present,8.0
2599,7200.0,,Leave,
2600,7906.0,01/08/2025,Absent,-1.0
2601,929.0,,Absent,8.0
2602,1693.0,01/08/2025,WFH,
2603,2305.0,,Present,9.0
2604,3058.0,2025/08/02,,15.0
2605,717.0,2025/08/02,,9.0
2606,5149.0,2025/08/02,WFH,-1.0
2607,42.0,01/08/2025,present,7.5
2608,8960.0,01/08/2025,Leave,
2609,2512.0,2025-08-01,Present,
2610,9503.0,01/08/2025,Absent,7.5
2611,8080.0,2025-08-01,Leave,
2612,5620.0,,Present,
2613,7362.0,,Present,8.0
2614,8341.0,,Absent,7.5
2615,2729.0,2025-08-01,WFH,15.0
2616,9200.0,,Absent,-1.0
2617,9513.0,,present,-1.0
2618,3120.0,,Absent,
2619,7353.0,,present,9.0
2620,6047.0,01/08/2025,present,7.5
2621,9478.0,2025-08-01,WFH,-1.0
2622,4663.0,01/08/2025,present,7.5
2623,8225.0,01/08/2025,Absent,15.0
2624,4517.0,,WFH,8.0
2625,9361.0,2025/08/02,Absent,9.0
2626,3791.0,,Leave,7.5
2627,8961.0,2025-08-01,present,9.0
2628,7754.0,2025/08/02,WFH,-1.0
2629,9301.0,2025-08-01,WFH,9.0
2630,959.0,01/08/2025,Present,7.5
2631,5817.0,2025/08/02,Present,7.5
2632,7243.0,2025-08-01,Leave,
2633,8279.0,2025-08-01,,8.0
2634,8635.0,2025-08-01,WFH,
2635,1337.0,,Present,9.0
2636,6088.0,,WFH,7.5
2637,7261.0,2025/08/02,Absent,-1.0
2638,6181.0,2025-08-01,Present,8.0
2639,9153.0,2025-08-01,Absent,7.5
2640,5324.0,2025-08-01,Absent,-1.0
2641,9910.0,01/08/2025,Leave,
2642,5597.0,2025-08-01,present,9.0
2643,133.0,2025/08/02,WFH,
2644,3559.0,,WFH,
2645,9737.0,2025-08-01,,9.0
2646,3231.0,,WFH,8.0
2647,5896.0,01/08/2025,WFH,8.0
2648,5284.0,,Leave,7.5
2649,8302.0,01/08/2025,WFH,9.0
2650,1253.0,2025/08/02,Absent,9.0
2651,9597.0,2025/08/02,present,
2652,3345.0,01/08/2025,Leave,8.0
2653,9619.0,2025-08-01,Leave,15.0
2654,1867.0,01/08/2025,Leave,9.0
2655,7319.0,01/08/2025,present,-1.0
2656,9835.0,2025/08/02,Absent,
2657,5680.0,01/08/2025,,9.0
2658,6844.0,,present,9.0
2659,6893.0,01/08/2025,Leave,-1.0
2660,7384.0,01/08/2025,,8.0
2661,7824.0,,Leave,
2662,8874.0,,Leave,9.0
2663,939.0,2025/08/02,Leave,9.0
2664,5328.0,2025-08-01,present,15.0
2665,2120.0,2025-08-01,present,8.0
2666,4641.0,2025/08/02,WFH,15.0
2667,4251.0,01/08/2025,present,7.5
2668,2469.0,,WFH,8.0
2669,5084.0,,Absent,15.0
2670,8470.0,2025/08/02,Absent,9.0
2671,4597.0,2025/08/02,Leave,7.5
2672,6203.0,2025/08/02,Present,7.5
2673,9702.0,2025/08/02,Leave,8.0
2674,3109.0,2025/08/02,Present,15.0
2675,4696.0,2025-08-01,Present,8.0
2676,2940.0,2025-08-01,,15.0
2677,1419.0,2025/08/02,Present,9.0
2678,9392.0,,Present,15.0
2679,3971.0,2025-08-01,Absent,15.0
2680,1611.0,2025/08/02,,8.0
2681,4833.0,,present,8.0
2682,8340.0,01/08/2025,Present,9.0
2683,2263.0,2025-08-01,Absent,7.5
2684,2949.0,,Present,
2685,9674.0,2025/08/02,Leave,8.0
2686,9207.0,,Leave,-1.0
2687,8863.0,,Leave,7.5
2688,1234.0,2025-08-01,Leave,
2689,5761.0,01/08/2025,Present,8.0
2690,4352.0,01/08/2025,WFH,-1.0
2691,7736.0,01/08/2025,Absent,7.5
2692,9808.0,2025/08/02,Absent,
2693,9760.0,01/08/2025,Absent,9.0
2694,1712.0,01/08/2025,Present,
2695,5752.0,2025-08-01,present,15.0
2696,8111.0,2025/08/02,,8.0
2697,4373.0,01/08/2025,present,15.0
2698,6184.0,2025-08-01,Leave,15.0
2699,31.0,2025/08/02,present,-1.0
2700,6596.0,01/08/2025,,-1.0
2701,7440.0,01/08/2025,,9.0
2702,7708.0,2025-08-01,present,7.5
2703,6616.0,2025/08/02,Leave,7.5
2704,8178.0,2025-08-01,present,-1.0
2705,3034.0,2025/08/02,WFH,7.5
2706,5399.0,2025/08/02,Absent,-1.0
2707,3345.0,2025/08/02,,-1.0
2708,3919.0,2025-08-01,WFH,
2709,609.0,2025-08-01,Leave,7.5
2710,9802.0,2025/08/02,Absent,
2711,6510.0,2025-08-01,,
2712,130.0,01/08/2025,Present,8.0
2713,1637.0,01/08/2025,present,8.0
2714,7040.0,2025-08-01,,15.0
2715,2920.0,2025-08-01,Present,15.0
2716,4346.0,2025-08-01,Absent,15.0
2717,1361.0,2025/08/02,Absent,8.0
2718,9921.0,2025/08/02,WFH,
2719,6234.0,,,15.0
2720,7070.0,,Absent,7.5
2721,5257.0,2025-08-01,present,15.0
2722,6459.0,,present,
2723,3833.0,2025/08/02,Leave,7.5
2724,3939.0,2025/08/02,Absent,-1.0
2725,4650.0,2025-08-01,present,
2726,7579.0,2025-08-01,Leave,
2727,571.0,2025/08/02,WFH,9.0
2728,4179.0,,present,-1.0
2729,1288.0,01/08/2025,,9.0
2730,7585.0,2025/08/02,Present,9.0
2731,8703.0,,,9.0
2732,201.0,,WFH,
2733,3159.0,01/08/2025,Absent,9.0
2734,8394.0,2025-08-01,Present,7.5
2735,5386.0,,Present,-1.0
2736,3773.0,01/08/2025,,9.0
2737,4718.0,,WFH,9.0
2738,1543.0,2025-08-01,,9.0
2739,5799.0,01/08/2025,WFH,
2740,6233.0,2025/08/02,WFH,7.5
2741,4475.0,,present,9.0
2742,3466.0,2025-08-01,WFH,9.0
2743,51.0,01/08/2025,present,9.0
2744,6068.0,01/08/2025,Leave,15.0
2745,9825.0,01/08/2025,present,-1.0
2746,1005.0,2025/08/02,present,15.0
2747,5535.0,2025-08-01,,7.5
2748,3294.0,01/08/2025,present,8.0
2749,9931.0,01/08/2025,present,-1.0
2750,2296.0,2025/08/02,,8.0
2751,1632.0,,,8.0
2752,547.0,2025-08-01,Present,9.0
2753,6720.0,01/08/2025,WFH,15.0
2754,4775.0,2025-08-01,Present,-1.0
2755,7466.0,2025/08/02,Leave,7.5
2756,6362.0,2025/08/02,Absent,9.0
2757,3079.0,2025/08/02,,
2758,3421.0,,Absent,-1.0
2759,6860.0,2025/08/02,Leave,
2760,1571.0,2025-08-01,Present,-1.0
2761,8996.0,01/08/2025,,
2762,8361.0,2025/08/02,Absent,-1.0
2763,7787.0,,Leave,
2764,9248.0,2025/08/02,WFH,7.5
2765,7922.0,2025-08-01,Absent,-1.0
2766,7889.0,2025-08-01,Leave,9.0
2767,6076.0,,present,15.0
2768,4245.0,01/08/2025,Absent,8.0
2769,6707.0,01/08/2025,Present,9.0
2770,2784.0,2025/08/02,,
2771,4863.0,2025-08-01,Present,9.0
2772,6157.0,2025/08/02,WFH,7.5
2773,4734.0,2025/08/02,WFH,9.0
2774,571.0,01/08/2025,Leave,-1.0
2775,3875.0,01/08/2025,Leave,9.0
2776,8358.0,,,7.5
2777,1135.0,01/08/2025,present,-1.0
2778,901.0,2025-08-01,Absent,
2779,1052.0,01/08/2025,WFH,8.0
2780,2004.0,01/08/2025,Present,9.0
2781,6319.0,,Present,-1.0
2782,9171.0,2025-08-01,WFH,-1.0
2783,4240.0,,Present,15.0
2784,2659.0,2025/08/02,WFH,15.0
2785,5532.0,2025-08-01,Absent,
2786,3698.0,2025-08-01,Present,15.0
2787,4372.0,2025-08-01,Leave,-1.0
2788,4693.0,,Absent,7.5
2789,2232.0,01/08/2025,WFH,-1.0
2790,9866.0,2025/08/02,Leave,8.0
2791,4984.0,2025/08/02,Present,9.0
2792,3676.0,2025-08-01,Absent,7.5
2793,7313.0,,,7.5
2794,7953.0,01/08/2025,WFH,7.5
2795,5565.0,01/08/2025,Absent,7.5
2796,7483.0,01/08/2025,Absent,8.0
2797,2723.0,,WFH,8.0
2798,3097.0,2025-08-01,Present,7.5
2799,3103.0,2025/08/02,Absent,7.5
2800,5966.0,2025-08-01,WFH,9.0
2801,1036.0,2025/08/02,present,7.5
2802,4796.0,,WFH,8.0
2803,8543.0,01/08/2025,,7.5
2804,6607.0,01/08/2025,WFH,9.0
2805,3189.0,,WFH,9.0
2806,6009.0,2025/08/02,,9.0
2807,1936.0,01/08/2025,Leave,8.0
2808,31.0,,present,-1.0
2809,8961.0,,Present,
2810,961.0,,,15.0
2811,5841.0,01/08/2025,,7.5
2812,3893.0,01/08/2025,,-1.0
2813,4985.0,,WFH,15.0
2814,7501.0,,WFH,9.0
2815,5933.0,,Leave,9.0
2816,2065.0,,WFH,-1.0
2817,8934.0,2025-08-01,,
2818,1186.0,,present,
2819,3536.0,2025/08/02,Present,8.0
2820,6543.0,2025-08-01,Absent,7.5
2821,350.0,,Leave,7.5
2822,4156.0,2025/08/02,present,15.0
2823,3855.0,01/08/2025,Leave,7.5
2824,5337.0,2025/08/02,,7.5
2825,6328.0,2025-08-01,Present,
2826,2598.0,2025/08/02,,9.0
2827,2923.0,2025/08/02,Present,
2828,6130.0,01/08/2025,Leave,9.0
2829,7695.0,2025-08-01,present,7.5
2830,7056.0,01/08/2025,WFH,9.0
2831,3943.0,,Present,9.0
2832,1675.0,2025/08/02,present,7.5
2833,1949.0,2025/08/02,Present,15.0
2834,4827.0,,Absent,15.0
2835,1378.0,,Absent,15.0
2836,8450.0,2025/08/02,Leave,-1.0
2837,897.0,,,15.0
2838,8965.0,2025/08/02,present,8.0
2839,152.0,,Absent,9.0
2840,1595.0,2025-08-01,WFH,
2841,632.0,2025/08/02,Present,-1.0
2842,4044.0,2025-08-01,Leave,
2843,1466.0,01/08/2025,Present,15.0
2844,3197.0,2025-08-01,Present,9.0
2845,8347.0,,present,
2846,310.0,,,
2847,7603.0,2025/08/02,Leave,9.0
2848,1579.0,2025-08-01,Leave,7.5
2849,988.0,2025/08/02,,8.0
2850,4711.0,01/08/2025,WFH,7.5
2851,6712.0,01/08/2025,Absent,-1.0
2852,9413.0,2025-08-01,WFH,9.0
2853,9274.0,2025-08-01,Leave,-1.0
2854,4341.0,2025-08-01,Leave,8.0
2855,1442.0,01/08/2025,Leave,-1.0
2856,6097.0,01/08/2025,Present,-1.0
2857,9278.0,2025/08/02,Absent,9.0
2858,3916.0,2025/08/02,present,8.0
2859,312.0,,Present,8.0
2860,7555.0,2025/08/02,Absent,8.0
2861,9294.0,,,-1.0
2862,7212.0,01/08/2025,WFH,15.0
2863,5124.0,2025/08/02,WFH,-1.0
2864,2362.0,2025-08-01,present,9.0
2865,4900.0,2025/08/02,,15.0
2866,8246.0,,,9.0
2867,8970.0,01/08/2025,WFH,9.0
2868,2941.0,01/08/2025,,8.0
2869,8717.0,2025/08/02,Absent,-1.0
2870,3729.0,2025-08-01,,8.0
2871,3762.0,2025-08-01,present,9.0
2872,8144.0,,present,-1.0
2873,9899.0,,Present,-1.0
2874,4175.0,,present,8.0
2875,8986.0,01/08/2025,Leave,
2876,7338.0,2025/08/02,present,15.0
2877,2711.0,01/08/2025,present,-1.0
2878,1687.0,,Leave,8.0
2879,6529.0,2025-08-01,present,8.0
2880,2694.0,,Present,7.5
2881,7544.0,01/08/2025,,15.0
2882,8886.0,,,15.0
2883,6892.0,01/08/2025,WFH,7.5
2884,6679.0,01/08/2025,WFH,15.0
2885,988.0,2025/08/02,Absent,7.5
2886,4958.0,,,
2887,682.0,2025-08-01,Present,
2888,3009.0,,Present,9.0
2889,2279.0,01/08/2025,WFH,8.0
2890,7890.0,2025-08-01,Present,
2891,3238.0,01/08/2025,present,15.0
2892,8364.0,2025-08-01,WFH,8.0
2893,8863.0,2025/08/02,WFH,
2894,1390.0,2025/08/02,Leave,15.0
2895,8317.0,2025/08/02,present,8.0
2896,3352.0,01/08/2025,Leave,
2897,1383.0,2025/08/02,WFH,8.0
2898,9376.0,,Present,-1.0
2899,4730.0,,Absent,9.0
2900,6978.0,,,7.5
2901,4498.0,2025-08-01,Leave,8.0
2902,3850.0,,Leave,7.5
2903,6546.0,,Leave,-1.0
2904,9850.0,2025/08/02,Leave,-1.0
2905,4977.0,01/08/2025,Present,9.0
2906,2959.0,01/08/2025,Leave,9.0
2907,6410.0,01/08/2025,Absent,7.5
2908,5804.0,2025-08-01,present,8.0
2909,3944.0,2025/08/02,,15.0
2910,4614.0,01/08/2025,WFH,-1.0
2911,6223.0,,present,7.5
2912,5604.0,01/08/2025,present,15.0
2913,492.0,2025/08/02,WFH,9.0
2914,7887.0,2025-08-01,present,8.0
2915,7092.0,2025-08-01,Leave,9.0
2916,7780.0,01/08/2025,present,7.5
2917,8256.0,2025/08/02,WFH,7.5
2918,9899.0,01/08/2025,present,
2919,7543.0,01/08/2025,present,8.0
2920,9032.0,01/08/2025,WFH,8.0
2921,6940.0,2025/08/02,,9.0
2922,4725.0,2025/08/02,Leave,8.0
2923,8605.0,01/08/2025,WFH,-1.0
2924,9153.0,2025-08-01,Leave,
2925,1966.0,2025-08-01,WFH,7.5
2926,1925.0,2025-08-01,present,9.0
2927,5526.0,01/08/2025,Present,-1.0
2928,4598.0,01/08/2025,WFH,
2929,1694.0,2025-08-01,,9.0
2930,3636.0,2025-08-01,Present,8.0
2931,6034.0,01/08/2025,Absent,15.0
2932,5588.0,2025/08/02,Present,15.0
2933,4752.0,2025/08/02,Present,
2934,5838.0,01/08/2025,Absent,
2935,5886.0,01/08/2025,Present,15.0
2936,3121.0,2025-08-01,Leave,8.0
2937,2898.0,01/08/2025,Leave,-1.0
2938,827.0,,present,-1.0
2939,516.0,,present,15.0
2940,3805.0,01/08/2025,Present,-1.0
2941,4884.0,2025-08-01,WFH,-1.0
2942,8058.0,01/08/2025,WFH,9.0
2943,729.0,,Present,9.0
2944,5850.0,,Absent,15.0
2945,3382.0,2025/08/02,WFH,15.0
2946,6862.0,01/08/2025,present,15.0
2947,7543.0,2025-08-01,Leave,7.5
2948,646.0,2025-08-01,WFH,8.0
2949,3407.0,,Leave,-1.0
2950,6288.0,01/08/2025,present,
2951,8507.0,2025/08/02,present,
2952,8063.0,,Leave,-1.0
2953,6718.0,01/08/2025,present,15.0
2954,7084.0,01/08/2025,WFH,-1.0
2955,9912.0,,present,-1.0
2956,918.0,01/08/2025,WFH,
2957,7876.0,2025-08-01,Present,
2958,3807.0,2025-08-01,Present,
2959,3395.0,2025/08/02,present,15.0
2960,8698.0,01/08/2025,,7.5
2961,1533.0,2025/08/02,,-1.0
2962,4258.0,,Absent,
2963,6470.0,2025/08/02,Present,8.0
2964,2299.0,2025/08/02,Absent,7.5
2965,7499.0,01/08/2025,Leave,
2966,994.0,2025-08-01,Absent,8.0
2967,2059.0,2025/08/02,,9.0
2968,5554.0,,Leave,
2969,9971.0,2025-08-01,WFH,9.0
2970,9132.0,2025/08/02,Absent,7.5
2971,2764.0,,WFH,7.5
2972,7099.0,2025-08-01,,-1.0
2973,2252.0,2025/08/02,Absent,9.0
2974,2233.0,2025-08-01,Absent,
2975,8005.0,2025/08/02,Leave,-1.0
2976,6338.0,2025-08-01,Present,9.0
2977,6333.0,,,9.0
2978,1745.0,,Absent,
2979,6730.0,2025/08/02,present,9.0
2980,1387.0,,Absent,-1.0
2981,7143.0,2025-08-01,Absent,-1.0
2982,5492.0,01/08/2025,WFH,
2983,7150.0,2025/08/02,present,15.0
2984,4663.0,2025/08/02,Absent,7.5
2985,3711.0,01/08/2025,Leave,9.0
2986,6074.0,2025/08/02,,-1.0
2987,8909.0,,Absent,8.0
2988,3634.0,01/08/2025,Present,-1.0
2989,802.0,2025-08-01,Absent,9.0
2990,8490.0,01/08/2025,present,9.0
2991,9624.0,01/08/2025,,8.0
2992,1658.0,,Leave,7.5
2993,8828.0,,Absent,7.5
2994,6182.0,2025/08/02,present,-1.0
2995,6352.0,01/08/2025,Leave,7.5
2996,6492.0,,Leave,7.5
2997,9595.0,2025/08/02,present,9.0
2998,4649.0,,Absent,-1.0
2999,2435.0,2025-08-01,Absent,15.0
3000,1907.0,,WFH,15.0
3001,1154.0,,,9.0
3002,1029.0,01/08/2025,Leave,9.0
3003,5099.0,,,7.5
3004,2281.0,,Absent,8.0
3005,9138.0,,Leave,7.5
3006,4511.0,2025/08/02,Absent,7.5
3007,4663.0,01/08/2025,Present,9.0
3008,4280.0,2025-08-01,Present,9.0
3009,6841.0,2025/08/02,,15.0
3010,9422.0,2025/08/02,WFH,
3011,3799.0,2025/08/02,Present,
3012,9529.0,,Leave,15.0
3013,2635.0,,,15.0
3014,3089.0,,,8.0
3015,3392.0,2025-08-01,WFH,-1.0
3016,9369.0,2025/08/02,Present,9.0
3017,3564.0,01/08/2025,present,-1.0
3018,9540.0,01/08/2025,present,15.0
3019,4255.0,,WFH,-1.0
3020,1188.0,01/08/2025,Leave,-1.0
3021,8558.0,2025-08-01,,8.0
3022,6868.0,2025/08/02,,9.0
3023,598.0,2025-08-01,WFH,15.0
3024,790.0,2025/08/02,present,-1.0
3025,5849.0,01/08/2025,present,8.0
3026,53.0,01/08/2025,WFH,8.0
3027,617.0,2025/08/02,Present,-1.0
3028,4675.0,,Absent,9.0
3029,7632.0,2025/08/02,Leave,
3030,8491.0,2025/08/02,,9.0
3031,5507.0,2025/08/02,,-1.0
3032,9996.0,2025/08/02,WFH,-1.0
3033,7526.0,,,8.0
3034,4835.0,2025/08/02,,15.0
3035,3696.0,2025/08/02,present,7.5
3036,8809.0,2025-08-01,Leave,9.0
3037,5016.0,2025/08/02,Present,
3038,4721.0,2025-08-01,,-1.0
3039,6369.0,2025/08/02,,-1.0
3040,6116.0,2025-08-01,Leave,8.0
3041,8375.0,,Present,15.0
3042,4247.0,2025-08-01,Absent,7.5
3043,9086.0,01/08/2025,Present,7.5
3044,6199.0,2025/08/02,present,7.5
3045,1093.0,2025-08-01,Absent,9.0
3046,5596.0,,Absent,8.0
3047,1086.0,01/08/2025,WFH,9.0
3048,9035.0,01/08/2025,Leave,-1.0
3049,8188.0,2025-08-01,,
3050,8070.0,2025-08-01,Absent,7.5
3051,9404.0,01/08/2025,WFH,-1.0
3052,4723.0,01/08/2025,present,9.0
3053,7312.0,01/08/2025,Leave,7.5
3054,5530.0,,,-1.0
3055,7123.0,2025/08/02,present,
3056,5604.0,,Leave,9.0
3057,8334.0,2025-08-01,present,15.0
3058,4577.0,2025-08-01,WFH,15.0
3059,7164.0,2025-08-01,Leave,8.0
3060,6360.0,01/08/2025,present,7.5
3061,4589.0,,present,9.0
3062,8443.0,01/08/2025,Absent,15.0
3063,5891.0,2025/08/02,Leave,15.0
3064,3168.0,,Leave,9.0
3065,451.0,,Present,-1.0
3066,8767.0,2025/08/02,,
3067,7851.0,2025/08/02,Absent,-1.0
3068,7095.0,2025/08/02,Leave,-1.0
3069,8613.0,2025/08/02,Leave,9.0
3070,7984.0,,Leave,-1.0
3071,7360.0,,Present,9.0
3072,8488.0,01/08/2025,Absent,15.0
3073,7113.0,,Present,
3074,3027.0,01/08/2025,Present,
3075,5046.0,01/08/2025,Present,15.0
3076,8964.0,2025-08-01,WFH,
3077,8329.0,,WFH,-1.0
3078,1544.0,2025-08-01,Present,
3079,265.0,,present,7.5
3080,74.0,01/08/2025,Leave,7.5
3081,1084.0,2025-08-01,WFH,7.5
3082,2441.0,01/08/2025,Absent,-1.0
3083,4071.0,2025/08/02,Leave,7.5
3084,4537.0,2025/08/02,present,-1.0
3085,9274.0,01/08/2025,Leave,-1.0
3086,385.0,2025/08/02,WFH,8.0
3087,9842.0,01/08/2025,present,8.0
3088,4461.0,2025-08-01,WFH,
3089,4315.0,,present,9.0
3090,9582.0,,WFH,9.0
3091,3450.0,2025/08/02,WFH,15.0
3092,8255.0,01/08/2025,Absent,8.0
3093,6922.0,,WFH,9.0
3094,2570.0,,,-1.0
3095,9757.0,01/08/2025,Present,
3096,3373.0,2025-08-01,Leave,-1.0
3097,7745.0,,WFH,8.0
3098,9086.0,,present,9.0
3099,9890.0,2025/08/02,,15.0
3100,2310.0,,Leave,15.0
