payroll_id,employee_id,pay_month,net_salary,bonus
5276,6371.0,Aug-2025,25000,
5277,6280.0,,-5000,5000.0
5278,9068.0,2025-08,"₹45,000",0.0
5279,7816.0,2025/08,"₹45,000",-100.0
5280,7711.0,Aug-2025,42000,
5281,9279.0,,25000,
5282,8174.0,Aug-2025,,0.0
5283,7029.0,2025-08,-5000,
5284,8207.0,2025/08,42000,5000.0
5285,9155.0,2025/08,"₹45,000",2000.0
5286,6026.0,Aug-2025,65000,2000.0
5287,6136.0,Aug-2025,-5000,-100.0
5288,425.0,2025-08,42000,-100.0
5289,5680.0,Aug-2025,65000,5000.0
5290,9041.0,2025/08,-5000,2000.0
5291,8916.0,2025/08,25000,-100.0
5292,3946.0,2025/08,"₹45,000",
5293,9849.0,2025/08,"₹45,000",0.0
5294,4914.0,Aug-2025,-5000,
5295,1558.0,,-5000,-100.0
5296,9324.0,2025/08,42000,5000.0
5297,6933.0,,25000,5000.0
5298,4606.0,2025-08,,
5299,4388.0,2025/08,,
5300,7721.0,2025-08,25000,2000.0
5301,1104.0,2025/08,,0.0
5302,8300.0,Aug-2025,-5000,2000.0
5303,8514.0,,-5000,0.0
5304,3927.0,Aug-2025,25000,-100.0
5305,4984.0,2025/08,65000,5000.0
5306,1548.0,2025/08,"₹45,000",5000.0
5307,6406.0,Aug-2025,"₹45,000",
5308,6619.0,Aug-2025,65000,0.0
5309,1187.0,Aug-2025,-5000,5000.0
5310,729.0,2025-08,42000,2000.0
5311,9313.0,2025-08,65000,
5312,2622.0,Aug-2025,65000,5000.0
5313,6918.0,Aug-2025,"₹45,000",5000.0
5314,1925.0,2025/08,-5000,5000.0
5315,1692.0,2025/08,-5000,5000.0
5316,373.0,2025-08,"₹45,000",-100.0
5317,2921.0,2025-08,42000,0.0
5318,2527.0,Aug-2025,"₹45,000",2000.0
5319,2919.0,Aug-2025,25000,-100.0
5320,5628.0,2025/08,25000,5000.0
5321,2853.0,2025/08,42000,5000.0
5322,2080.0,2025-08,,0.0
5323,1537.0,2025-08,65000,-100.0
5324,2349.0,Aug-2025,-5000,0.0
5325,3296.0,2025/08,42000,5000.0
5326,4507.0,2025-08,-5000,2000.0
5327,9909.0,2025-08,42000,-100.0
5328,8489.0,2025-08,65000,5000.0
5329,1200.0,Aug-2025,-5000,2000.0
5330,9201.0,2025/08,25000,0.0
5331,5531.0,2025-08,42000,
5332,9163.0,Aug-2025,25000,
5333,2191.0,2025-08,65000,-100.0
5334,899.0,Aug-2025,"₹45,000",-100.0
5335,6711.0,2025-08,-5000,-100.0
5336,5511.0,,-5000,0.0
5337,8180.0,Aug-2025,25000,-100.0
5338,984.0,2025/08,,0.0
5339,6087.0,,,5000.0
5340,7081.0,,42000,
5341,3180.0,2025/08,25000,
5342,143.0,2025-08,25000,-100.0
5343,7298.0,2025/08,42000,
5344,2945.0,,"₹45,000",
5345,4842.0,2025/08,65000,5000.0
5346,931.0,2025-08,42000,5000.0
5347,6392.0,Aug-2025,42000,-100.0
5348,4328.0,Aug-2025,"₹45,000",-100.0
5349,2251.0,,,0.0
5350,7184.0,,25000,
5351,2689.0,Aug-2025,25000,5000.0
5352,7488.0,,-5000,-100.0
5353,9153.0,Aug-2025,-5000,0.0
5354,9936.0,2025-08,,2000.0
5355,6058.0,,65000,5000.0
5356,7591.0,,,0.0
5357,9492.0,,-5000,-100.0
5358,3390.0,,"₹45,000",
5359,5954.0,2025-08,,
5360,1885.0,Aug-2025,65000,5000.0
5361,7960.0,,65000,2000.0
5362,9649.0,,25000,2000.0
5363,9949.0,Aug-2025,"₹45,000",2000.0
5364,8176.0,Aug-2025,25000,5000.0
5365,4631.0,2025-08,"₹45,000",-100.0
5366,6251.0,,-5000,
5367,8561.0,Aug-2025,-5000,0.0
5368,760.0,2025/08,"₹45,000",5000.0
5369,8828.0,2025/08,65000,0.0
5370,8738.0,2025-08,42000,0.0
5371,5970.0,2025-08,"₹45,000",-100.0
5372,3496.0,2025-08,-5000,
5373,4188.0,2025/08,42000,0.0
5374,2460.0,,-5000,0.0
5375,7726.0,2025-08,42000,0.0
5376,6147.0,2025/08,25000,5000.0
5377,7083.0,,42000,2000.0
5378,8350.0,2025-08,25000,-100.0
5379,5962.0,2025/08,-5000,2000.0
5380,9990.0,,-5000,5000.0
5381,9935.0,2025-08,"₹45,000",0.0
5382,5887.0,2025-08,25000,5000.0
5383,8568.0,2025-08,-5000,2000.0
5384,4973.0,2025/08,"₹45,000",5000.0
5385,1864.0,,42000,-100.0
5386,798.0,2025/08,42000,-100.0
5387,6470.0,2025/08,-5000,0.0
5388,7617.0,2025/08,65000,5000.0
5389,8982.0,,42000,
5390,631.0,Aug-2025,65000,2000.0
5391,7100.0,2025/08,,0.0
5392,9960.0,2025/08,25000,-100.0
5393,1464.0,,"₹45,000",2000.0
5394,8289.0,Aug-2025,25000,
5395,2175.0,Aug-2025,"₹45,000",-100.0
5396,3958.0,2025/08,,5000.0
5397,7661.0,Aug-2025,42000,0.0
5398,2478.0,,25000,-100.0
5399,5831.0,2025-08,65000,2000.0
5400,9808.0,2025/08,,2000.0
5401,4578.0,,42000,2000.0
5402,3170.0,2025-08,25000,-100.0
5403,6200.0,2025-08,65000,-100.0
5404,9547.0,Aug-2025,65000,2000.0
5405,926.0,2025/08,25000,-100.0
5406,2462.0,,"₹45,000",-100.0
5407,5897.0,2025-08,42000,0.0
5408,6811.0,,25000,
5409,6409.0,2025/08,,
5410,8701.0,2025/08,"₹45,000",2000.0
5411,9417.0,Aug-2025,"₹45,000",5000.0
5412,6892.0,2025/08,65000,0.0
5413,4273.0,,25000,-100.0
5414,1570.0,2025/08,-5000,-100.0
5415,6040.0,Aug-2025,65000,2000.0
5416,1263.0,2025/08,42000,-100.0
5417,5584.0,,25000,0.0
5418,6843.0,,65000,5000.0
5419,5026.0,Aug-2025,42000,5000.0
5420,5990.0,2025/08,65000,0.0
5421,9512.0,2025-08,25000,2000.0
5422,9761.0,2025/08,-5000,-100.0
5423,1561.0,2025/08,,-100.0
5424,7108.0,2025-08,65000,5000.0
5425,421.0,2025-08,"₹45,000",
5426,5794.0,2025/08,65000,
5427,3989.0,2025/08,,
5428,6238.0,2025-08,,5000.0
5429,1615.0,,,-100.0
5430,2180.0,Aug-2025,"₹45,000",
5431,8140.0,2025/08,25000,-100.0
5432,8239.0,2025-08,42000,0.0
5433,4387.0,2025/08,65000,5000.0
5434,2305.0,2025-08,42000,2000.0
5435,4874.0,,42000,
5436,9984.0,Aug-2025,25000,
5437,3960.0,Aug-2025,"₹45,000",2000.0
5438,8285.0,2025/08,"₹45,000",
5439,3742.0,2025/08,-5000,
5440,9090.0,2025/08,25000,
5441,6211.0,2025/08,25000,0.0
5442,5971.0,Aug-2025,65000,
5443,2883.0,Aug-2025,-5000,0.0
5444,4937.0,2025/08,,5000.0
5445,1831.0,2025-08,42000,2000.0
5446,1282.0,Aug-2025,-5000,5000.0
5447,5634.0,Aug-2025,-5000,0.0
5448,6757.0,,42000,0.0
5449,2561.0,,,-100.0
5450,4699.0,2025/08,25000,0.0
5451,7912.0,2025-08,-5000,2000.0
5452,7889.0,,"₹45,000",-100.0
5453,5516.0,2025-08,65000,5000.0
5454,2229.0,2025/08,,
5455,2464.0,,-5000,0.0
5456,4776.0,,,0.0
5457,892.0,2025-08,"₹45,000",
5458,1684.0,Aug-2025,,0.0
5459,8300.0,2025/08,42000,
5460,6318.0,2025/08,-5000,2000.0
5461,346.0,Aug-2025,"₹45,000",
5462,7979.0,2025/08,-5000,-100.0
5463,1934.0,2025/08,,
5464,6158.0,2025/08,25000,2000.0
5465,3504.0,2025/08,"₹45,000",2000.0
5466,8277.0,,25000,
5467,9063.0,Aug-2025,-5000,
5468,3387.0,,"₹45,000",0.0
5469,5876.0,Aug-2025,65000,-100.0
5470,6165.0,,42000,
5471,2574.0,Aug-2025,65000,
5472,8789.0,,42000,2000.0
5473,8359.0,,-5000,2000.0
5474,16.0,Aug-2025,42000,2000.0
5475,7167.0,Aug-2025,25000,0.0
5476,4707.0,Aug-2025,42000,2000.0
5477,8904.0,2025/08,"₹45,000",
5478,5511.0,,,-100.0
5479,7086.0,,65000,-100.0
5480,2260.0,,65000,5000.0
5481,1421.0,2025-08,,0.0
5482,7708.0,,-5000,-100.0
5483,325.0,2025/08,,
5484,9309.0,Aug-2025,-5000,0.0
5485,3173.0,2025/08,,
5486,43.0,,42000,0.0
5487,6646.0,2025-08,-5000,2000.0
5488,4923.0,,65000,0.0
5489,8727.0,2025-08,25000,2000.0
5490,7848.0,,42000,0.0
5491,8737.0,2025-08,42000,5000.0
5492,5126.0,2025-08,-5000,0.0
5493,5584.0,2025-08,25000,-100.0
5494,3915.0,Aug-2025,"₹45,000",5000.0
5495,3933.0,2025-08,65000,2000.0
5496,1930.0,2025/08,,5000.0
5497,5263.0,,42000,0.0
5498,1303.0,,-5000,-100.0
5499,5816.0,,,0.0
5500,2293.0,2025/08,25000,2000.0
5501,18.0,,25000,2000.0
5502,3799.0,2025/08,65000,2000.0
5503,1099.0,2025/08,,-100.0
5504,8718.0,2025-08,"₹45,000",5000.0
5505,9855.0,,,2000.0
5506,8449.0,,42000,
5507,1938.0,2025/08,"₹45,000",
5508,110.0,Aug-2025,-5000,5000.0
5509,1513.0,,25000,5000.0
5510,1535.0,,25000,0.0
5511,4297.0,Aug-2025,25000,0.0
5512,3630.0,2025/08,,5000.0
5513,3632.0,Aug-2025,"₹45,000",0.0
5514,2865.0,Aug-2025,-5000,2000.0
5515,5276.0,,,2000.0
5516,2192.0,2025/08,-5000,-100.0
5517,1871.0,,,
5518,8616.0,2025/08,42000,-100.0
5519,9704.0,2025-08,,
5520,543.0,,-5000,5000.0
5521,2981.0,2025/08,"₹45,000",2000.0
5522,806.0,,-5000,2000.0
5523,9456.0,Aug-2025,"₹45,000",-100.0
5524,976.0,2025-08,,-100.0
5525,8334.0,Aug-2025,25000,0.0
5526,6858.0,Aug-2025,42000,
5527,7226.0,,,0.0
5528,2971.0,Aug-2025,65000,0.0
5529,4417.0,,42000,5000.0
5530,3187.0,2025-08,42000,
5531,7212.0,Aug-2025,42000,-100.0
5532,5668.0,2025-08,"₹45,000",-100.0
5533,280.0,2025/08,,5000.0
5534,7460.0,,-5000,
5535,799.0,,25000,5000.0
5536,6133.0,Aug-2025,42000,
5537,3721.0,,-5000,5000.0
5538,8067.0,,"₹45,000",2000.0
5539,7289.0,,25000,0.0
5540,4028.0,2025/08,-5000,2000.0
5541,7965.0,Aug-2025,,2000.0
5542,5656.0,,"₹45,000",5000.0
5543,2337.0,,25000,2000.0
5544,4959.0,Aug-2025,,-100.0
5545,835.0,,42000,0.0
5546,262.0,Aug-2025,,2000.0
5547,6212.0,2025/08,-5000,-100.0
5548,1236.0,,65000,
5549,6032.0,2025-08,"₹45,000",
5550,7497.0,Aug-2025,,0.0
5551,7553.0,2025/08,,
5552,3777.0,2025/08,"₹45,000",5000.0
5553,233.0,2025-08,"₹45,000",2000.0
5554,724.0,2025-08,65000,0.0
5555,3352.0,,"₹45,000",5000.0
5556,7805.0,2025/08,,5000.0
5557,1927.0,,65000,0.0
5558,9173.0,2025/08,42000,-100.0
5559,2124.0,,,
5560,8302.0,2025-08,42000,5000.0
5561,3481.0,,"₹45,000",2000.0
5562,1296.0,,"₹45,000",-100.0
5563,2085.0,2025-08,42000,5000.0
5564,2172.0,2025-08,65000,0.0
5565,5542.0,2025/08,42000,0.0
5566,2351.0,2025-08,,
5567,1085.0,2025-08,-5000,0.0
5568,147.0,Aug-2025,"₹45,000",-100.0
5569,3499.0,,,5000.0
5570,435.0,Aug-2025,"₹45,000",5000.0
5571,896.0,2025/08,-5000,
5572,9489.0,2025-08,42000,5000.0
5573,8656.0,Aug-2025,25000,2000.0
5574,7642.0,2025-08,,0.0
5575,3382.0,,,0.0
5576,6464.0,Aug-2025,,
5577,9890.0,,25000,
5578,4458.0,2025/08,65000,-100.0
5579,7172.0,2025/08,65000,0.0
5580,7146.0,2025-08,65000,2000.0
5581,9024.0,2025-08,-5000,5000.0
5582,1930.0,2025/08,25000,-100.0
5583,2911.0,Aug-2025,42000,5000.0
5584,12.0,2025/08,,2000.0
5585,9885.0,,65000,5000.0
5586,8916.0,2025-08,-5000,
5587,1877.0,Aug-2025,25000,2000.0
5588,1385.0,Aug-2025,,-100.0
5589,8118.0,Aug-2025,42000,-100.0
5590,8485.0,2025/08,42000,2000.0
5591,1055.0,2025/08,42000,2000.0
5592,3250.0,Aug-2025,65000,0.0
5593,5299.0,Aug-2025,42000,2000.0
5594,577.0,Aug-2025,"₹45,000",-100.0
5595,2409.0,2025/08,65000,
5596,9512.0,2025-08,,0.0
5597,8879.0,2025/08,25000,2000.0
5598,86.0,2025/08,-5000,5000.0
5599,5592.0,2025-08,"₹45,000",-100.0
5600,7052.0,2025-08,"₹45,000",
5601,6784.0,,"₹45,000",0.0
5602,8412.0,Aug-2025,-5000,5000.0
5603,7910.0,2025/08,,2000.0
5604,6975.0,2025-08,"₹45,000",-100.0
5605,6007.0,,"₹45,000",-100.0
5606,1631.0,,"₹45,000",2000.0
5607,5843.0,Aug-2025,,0.0
5608,2878.0,,,2000.0
5609,2000.0,2025/08,-5000,2000.0
5610,9127.0,2025-08,65000,
5611,7026.0,2025-08,65000,2000.0
5612,7709.0,2025/08,-5000,2000.0
5613,5623.0,,25000,5000.0
5614,6888.0,,-5000,0.0
5615,7148.0,,"₹45,000",2000.0
5616,8271.0,2025-08,"₹45,000",-100.0
5617,1121.0,2025-08,65000,-100.0
5618,2767.0,2025-08,65000,-100.0
5619,4393.0,Aug-2025,65000,
5620,4611.0,,-5000,5000.0
5621,3267.0,2025-08,42000,
5622,1478.0,Aug-2025,"₹45,000",
5623,3734.0,Aug-2025,25000,5000.0
5624,2069.0,,65000,
5625,4144.0,Aug-2025,42000,0.0
5626,1810.0,2025-08,25000,2000.0
5627,6700.0,,25000,
5628,8020.0,,-5000,5000.0
5629,3207.0,Aug-2025,25000,
5630,4032.0,2025-08,42000,5000.0
5631,8438.0,Aug-2025,42000,2000.0
5632,8917.0,Aug-2025,"₹45,000",-100.0
5633,4302.0,2025-08,"₹45,000",5000.0
5634,4222.0,,65000,
5635,1199.0,2025-08,25000,
5636,691.0,2025/08,25000,5000.0
5637,6650.0,Aug-2025,-5000,-100.0
5638,6568.0,Aug-2025,25000,5000.0
5639,1917.0,2025/08,-5000,2000.0
5640,5766.0,Aug-2025,"₹45,000",2000.0
5641,2154.0,Aug-2025,,-100.0
5642,1532.0,Aug-2025,65000,2000.0
5643,3503.0,,25000,0.0
5644,4754.0,2025-08,-5000,0.0
5645,5015.0,2025/08,25000,0.0
5646,6582.0,,,2000.0
5647,5571.0,2025/08,,
5648,5038.0,,42000,-100.0
5649,2276.0,,,5000.0
5650,2684.0,,"₹45,000",0.0
5651,9628.0,Aug-2025,25000,5000.0
5652,1744.0,2025-08,,-100.0
5653,7835.0,Aug-2025,-5000,
5654,681.0,2025-08,42000,
5655,4072.0,2025/08,25000,2000.0
5656,6203.0,2025-08,"₹45,000",5000.0
5657,5345.0,2025/08,-5000,5000.0
5658,137.0,Aug-2025,,0.0
5659,6400.0,2025-08,,2000.0
5660,3427.0,Aug-2025,65000,-100.0
5661,9657.0,2025-08,25000,0.0
5662,5573.0,Aug-2025,-5000,-100.0
5663,6255.0,2025/08,42000,5000.0
5664,8891.0,Aug-2025,,0.0
5665,2322.0,2025/08,"₹45,000",2000.0
5666,6763.0,2025/08,-5000,5000.0
5667,2359.0,Aug-2025,25000,-100.0
5668,8955.0,2025/08,,
5669,2805.0,,"₹45,000",
5670,3529.0,Aug-2025,-5000,-100.0
5671,3113.0,2025/08,65000,2000.0
5672,8423.0,2025/08,65000,2000.0
5673,1696.0,2025/08,-5000,0.0
5674,6356.0,,25000,
5675,4483.0,2025/08,-5000,2000.0
5676,8813.0,2025/08,,
5677,5818.0,,,2000.0
5678,7514.0,2025-08,-5000,2000.0
5679,6992.0,2025-08,"₹45,000",0.0
5680,6229.0,2025/08,-5000,5000.0
5681,6827.0,Aug-2025,25000,5000.0
5682,7743.0,2025-08,,5000.0
5683,6765.0,2025-08,"₹45,000",2000.0
5684,7890.0,2025/08,-5000,0.0
5685,6941.0,,"₹45,000",
5686,4635.0,Aug-2025,65000,5000.0
5687,4260.0,2025-08,"₹45,000",-100.0
5688,574.0,2025-08,65000,2000.0
5689,2969.0,Aug-2025,42000,5000.0
5690,4531.0,2025/08,65000,0.0
5691,1454.0,2025-08,,2000.0
5692,6535.0,,65000,
5693,8287.0,2025-08,-5000,-100.0
5694,119.0,2025/08,65000,2000.0
5695,8507.0,Aug-2025,"₹45,000",5000.0
5696,754.0,,65000,0.0
5697,4990.0,Aug-2025,42000,2000.0
5698,9865.0,Aug-2025,42000,-100.0
5699,824.0,Aug-2025,25000,-100.0
5700,8026.0,2025-08,-5000,
5701,2654.0,2025-08,65000,-100.0
5702,9857.0,2025/08,42000,2000.0
5703,7830.0,Aug-2025,65000,5000.0
5704,8591.0,Aug-2025,25000,5000.0
5705,1220.0,2025/08,65000,-100.0
5706,6462.0,2025-08,25000,5000.0
5707,524.0,2025-08,"₹45,000",5000.0
5708,303.0,2025-08,25000,0.0
5709,4185.0,,"₹45,000",-100.0
5710,877.0,2025-08,-5000,5000.0
5711,1676.0,2025-08,25000,2000.0
5712,1037.0,2025/08,-5000,
5713,4556.0,2025/08,65000,2000.0
5714,6751.0,Aug-2025,-5000,-100.0
5715,3114.0,Aug-2025,25000,2000.0
5716,2892.0,2025-08,-5000,
5717,9788.0,2025-08,25000,-100.0
5718,3368.0,2025-08,42000,0.0
5719,235.0,2025/08,-5000,2000.0
5720,4961.0,,"₹45,000",0.0
5721,4821.0,,42000,-100.0
5722,3406.0,2025/08,65000,2000.0
5723,359.0,Aug-2025,25000,-100.0
5724,9782.0,,65000,-100.0
5725,4123.0,Aug-2025,65000,0.0
5726,4086.0,Aug-2025,,-100.0
5727,4938.0,Aug-2025,,2000.0
5728,5693.0,,65000,2000.0
5729,1757.0,,65000,
5730,1760.0,2025/08,"₹45,000",0.0
5731,946.0,2025/08,42000,
5732,1750.0,2025-08,42000,0.0
5733,1672.0,2025/08,42000,2000.0
5734,1499.0,,65000,0.0
5735,3159.0,Aug-2025,"₹45,000",2000.0
5736,2318.0,2025-08,42000,
5737,4587.0,2025/08,42000,0.0
5738,2025.0,2025-08,42000,5000.0
5739,2809.0,,65000,-100.0
5740,6234.0,,-5000,2000.0
5741,6772.0,2025/08,"₹45,000",
5742,4390.0,Aug-2025,,-100.0
5743,8231.0,2025/08,65000,
5744,4300.0,Aug-2025,"₹45,000",
5745,8272.0,Aug-2025,-5000,5000.0
5746,8632.0,,65000,0.0
5747,7320.0,2025-08,65000,
5748,6536.0,,-5000,5000.0
5749,4065.0,2025/08,-5000,-100.0
5750,8566.0,2025/08,42000,5000.0
5751,5093.0,2025-08,-5000,2000.0
5752,6376.0,,25000,
5753,1589.0,,"₹45,000",0.0
5754,5515.0,2025-08,,
5755,9203.0,,-5000,5000.0
5756,1114.0,2025-08,25000,
5757,9628.0,2025/08,"₹45,000",5000.0
5758,4187.0,2025-08,25000,2000.0
5759,999.0,2025-08,42000,5000.0
5760,9260.0,,"₹45,000",
5761,1021.0,2025/08,42000,
5762,5155.0,,-5000,5000.0
5763,3357.0,2025/08,25000,-100.0
5764,9531.0,2025-08,42000,2000.0
5765,167.0,,,0.0
5766,6200.0,2025-08,25000,5000.0
5767,9200.0,,42000,-100.0
5768,5857.0,2025-08,42000,0.0
5769,5191.0,2025-08,"₹45,000",5000.0
5770,5488.0,,-5000,5000.0
5771,9965.0,,,
5772,1929.0,Aug-2025,25000,5000.0
5773,6783.0,2025-08,65000,0.0
5774,5980.0,Aug-2025,,2000.0
5775,2245.0,Aug-2025,-5000,
5776,9298.0,2025/08,,0.0
5777,5264.0,Aug-2025,25000,0.0
5778,8193.0,Aug-2025,42000,
5779,5166.0,2025-08,,
5780,4772.0,2025-08,"₹45,000",0.0
5781,2053.0,2025/08,-5000,2000.0
5782,7085.0,,65000,-100.0
5783,2362.0,2025/08,65000,0.0
5784,9966.0,,65000,0.0
5785,1203.0,,42000,
5786,9420.0,Aug-2025,"₹45,000",0.0
5787,3225.0,2025-08,25000,
5788,469.0,2025-08,-5000,-100.0
5789,2641.0,Aug-2025,42000,-100.0
5790,5139.0,2025/08,25000,2000.0
5791,5056.0,2025-08,-5000,2000.0
5792,2761.0,Aug-2025,65000,5000.0
5793,1602.0,,"₹45,000",0.0
5794,2057.0,,,
5795,340.0,2025/08,-5000,2000.0
5796,3683.0,Aug-2025,25000,2000.0
5797,6730.0,,25000,-100.0
5798,7560.0,2025/08,42000,5000.0
5799,3898.0,2025-08,42000,2000.0
5800,5970.0,2025-08,65000,0.0
5801,820.0,,-5000,2000.0
5802,363.0,2025/08,,0.0
5803,5197.0,,42000,2000.0
5804,5669.0,Aug-2025,42000,2000.0
5805,6559.0,2025-08,25000,2000.0
5806,9422.0,2025-08,65000,-100.0
5807,3980.0,,25000,5000.0
5808,2422.0,Aug-2025,25000,0.0
5809,5373.0,Aug-2025,65000,5000.0
5810,904.0,Aug-2025,65000,2000.0
5811,9363.0,2025-08,42000,
5812,8674.0,2025/08,65000,5000.0
5813,692.0,2025/08,65000,5000.0
5814,5806.0,2025-08,,-100.0
5815,2327.0,2025-08,,0.0
5816,5224.0,Aug-2025,25000,
5817,3582.0,,,-100.0
5818,8392.0,,42000,5000.0
5819,4034.0,2025/08,,5000.0
5820,4661.0,Aug-2025,42000,2000.0
5821,9312.0,2025-08,65000,5000.0
5822,7867.0,2025/08,,2000.0
5823,3989.0,,65000,
5824,9567.0,Aug-2025,25000,-100.0
5825,1476.0,2025-08,,
5826,5904.0,2025-08,65000,
5827,3977.0,Aug-2025,"₹45,000",2000.0
5828,2543.0,2025/08,42000,-100.0
5829,4040.0,Aug-2025,,2000.0
5830,2399.0,2025-08,"₹45,000",
5831,9165.0,,65000,-100.0
5832,7244.0,2025/08,25000,0.0
5833,368.0,Aug-2025,-5000,5000.0
5834,4762.0,,25000,0.0
5835,1741.0,,-5000,0.0
5836,3617.0,2025/08,42000,5000.0
5837,9626.0,,42000,5000.0
5838,195.0,Aug-2025,-5000,2000.0
5839,862.0,2025/08,-5000,
5840,2426.0,,65000,0.0
5841,3521.0,,"₹45,000",
5842,7029.0,2025-08,42000,0.0
5843,7742.0,2025-08,65000,-100.0
5844,3434.0,2025-08,65000,2000.0
5845,6931.0,,65000,
5846,1500.0,Aug-2025,,2000.0
5847,24.0,,,2000.0
5848,1186.0,2025/08,-5000,2000.0
5849,2050.0,2025/08,65000,0.0
5850,3970.0,,-5000,0.0
5851,3503.0,2025/08,-5000,5000.0
5852,6108.0,Aug-2025,25000,0.0
5853,6208.0,Aug-2025,42000,5000.0
5854,8821.0,,42000,
5855,1757.0,Aug-2025,,2000.0
5856,7231.0,2025/08,,
5857,6665.0,,,
5858,7533.0,,"₹45,000",5000.0
5859,1763.0,Aug-2025,-5000,-100.0
5860,2631.0,Aug-2025,65000,2000.0
5861,3520.0,Aug-2025,42000,-100.0
5862,4303.0,2025-08,25000,0.0
5863,6145.0,Aug-2025,"₹45,000",0.0
5864,4248.0,,42000,
5865,6754.0,,42000,
5866,8026.0,,25000,
5867,9830.0,2025-08,,-100.0
5868,6772.0,,"₹45,000",
5869,2743.0,2025-08,,2000.0
5870,5253.0,Aug-2025,,5000.0
5871,4653.0,2025/08,-5000,5000.0
5872,7165.0,Aug-2025,25000,-100.0
5873,2668.0,2025-08,25000,0.0
5874,4834.0,,,0.0
5875,623.0,2025/08,,-100.0
5876,5708.0,2025-08,,-100.0
5877,1663.0,,-5000,
5878,1827.0,,42000,0.0
5879,2319.0,2025-08,25000,0.0
5880,5570.0,2025-08,"₹45,000",5000.0
5881,4477.0,2025-08,65000,-100.0
5882,522.0,2025-08,42000,2000.0
5883,7147.0,Aug-2025,65000,0.0
5884,5085.0,2025-08,65000,0.0
5885,6101.0,Aug-2025,"₹45,000",2000.0
5886,5556.0,Aug-2025,42000,0.0
5887,2791.0,2025-08,42000,2000.0
5888,1153.0,,25000,
5889,9969.0,2025/08,65000,-100.0
5890,3989.0,,,2000.0
5891,304.0,,"₹45,000",0.0
5892,3702.0,Aug-2025,"₹45,000",2000.0
5893,5868.0,Aug-2025,25000,-100.0
5894,3597.0,2025-08,42000,0.0
5895,9054.0,,"₹45,000",
5896,3326.0,,65000,2000.0
5897,7892.0,2025/08,42000,2000.0
5898,1300.0,2025-08,"₹45,000",5000.0
5899,5993.0,Aug-2025,"₹45,000",2000.0
5900,5000.0,Aug-2025,65000,0.0
5901,9275.0,2025/08,42000,-100.0
5902,415.0,2025-08,65000,-100.0
5903,2901.0,Aug-2025,42000,
5904,5525.0,,65000,0.0
5905,2374.0,,25000,0.0
5906,3767.0,2025/08,42000,2000.0
5907,2849.0,,25000,5000.0
5908,1071.0,Aug-2025,65000,0.0
5909,6992.0,,,-100.0
5910,6342.0,2025/08,-5000,2000.0
5911,2445.0,,"₹45,000",
5912,340.0,2025/08,,2000.0
5913,3346.0,Aug-2025,65000,0.0
5914,7436.0,Aug-2025,42000,
5915,1505.0,,-5000,0.0
5916,9977.0,2025/08,-5000,2000.0
5917,8705.0,2025/08,-5000,0.0
5918,3448.0,2025/08,42000,-100.0
5919,3450.0,,42000,2000.0
5920,3730.0,,-5000,-100.0
5921,2677.0,Aug-2025,-5000,2000.0
5922,8720.0,2025-08,-5000,
5923,342.0,,-5000,5000.0
5924,2044.0,Aug-2025,42000,
5925,3566.0,Aug-2025,-5000,5000.0
5926,9616.0,,-5000,
5927,7474.0,2025-08,-5000,
5928,1959.0,,-5000,-100.0
5929,5390.0,2025/08,65000,2000.0
5930,6394.0,2025/08,-5000,5000.0
5931,9658.0,,"₹45,000",-100.0
5932,5360.0,Aug-2025,25000,2000.0
5933,8211.0,2025/08,,2000.0
5934,1714.0,Aug-2025,25000,-100.0
5935,6840.0,2025-08,-5000,-100.0
5936,8702.0,2025-08,"₹45,000",0.0
5937,6229.0,2025-08,"₹45,000",0.0
5938,2441.0,2025/08,65000,
5939,6721.0,,"₹45,000",0.0
5940,5960.0,Aug-2025,,
5941,7612.0,2025/08,42000,2000.0
5942,4876.0,,42000,
5943,919.0,,,-100.0
5944,1744.0,Aug-2025,,5000.0
5945,3552.0,,"₹45,000",2000.0
5946,6062.0,2025-08,42000,-100.0
5947,355.0,Aug-2025,25000,5000.0
5948,968.0,2025-08,-5000,
5949,7572.0,Aug-2025,42000,
5950,2938.0,,-5000,5000.0
5951,6921.0,2025-08,-5000,-100.0
5952,7787.0,,25000,2000.0
5953,5751.0,2025-08,25000,5000.0
5954,5284.0,2025/08,-5000,2000.0
5955,7762.0,Aug-2025,,5000.0
5956,5672.0,,25000,5000.0
5957,9926.0,Aug-2025,-5000,
5958,3794.0,2025-08,"₹45,000",-100.0
5959,2066.0,2025-08,65000,5000.0
5960,1425.0,2025-08,42000,0.0
5961,211.0,2025/08,42000,2000.0
5962,7400.0,2025-08,-5000,0.0
5963,5320.0,2025/08,,2000.0
5964,3852.0,Aug-2025,65000,2000.0
5965,3399.0,,"₹45,000",2000.0
5966,6769.0,,-5000,0.0
5967,8195.0,Aug-2025,25000,-100.0
5968,2339.0,Aug-2025,-5000,
5969,4760.0,,,2000.0
5970,7858.0,Aug-2025,-5000,0.0
5971,6823.0,2025-08,25000,2000.0
5972,457.0,,65000,5000.0
5973,6426.0,2025-08,,
5974,5523.0,2025-08,,0.0
5975,5448.0,,65000,5000.0
5976,9219.0,,-5000,
5977,2913.0,2025-08,42000,0.0
5978,5775.0,2025-08,,2000.0
5979,9143.0,,42000,5000.0
5980,9643.0,,,
